hexsha,patch,summary,author
91e9dd772084,https://github.com/torvalds/linux/commit/91e9dd772084,mtd: rawnand: meson: add missing ENOMEM check in meson_nfc_read_buf(),Martin Blumenstingl
008fe4e53822,https://github.com/torvalds/linux/commit/008fe4e53822,ASoC: simple-card-utils: test memory allocation,Kuninori Morimoto
5ba846b1ee07,https://github.com/torvalds/linux/commit/5ba846b1ee07,dmaengine: idma64: Use actual device for DMA transfers,Andy Shevchenko
c709f14f0616,https://github.com/torvalds/linux/commit/c709f14f0616,ALSA: seq: oss: Fix Spectre v1 vulnerability,Gustavo A. R. Silva
2b1d9c8f8723,https://github.com/torvalds/linux/commit/2b1d9c8f8723,ALSA: rawmidi: Fix potential Spectre v1 vulnerability,Gustavo A. R. Silva
6a8ca24590a2,https://github.com/torvalds/linux/commit/6a8ca24590a2,staging: rtlwifi: Fix potential NULL pointer dereference of kzalloc,Aditya Pakki
22c971db7dd4,https://github.com/torvalds/linux/commit/22c971db7dd4,staging: rtl8712: uninitialized memory in read_bbreg_hdl(),Dan Carpenter
d70d70aec963,https://github.com/torvalds/linux/commit/d70d70aec963,staging: rtlwifi: rtl8822b: fix to avoid potential NULL pointer dereference,Aditya Pakki
7671ce0d9293,https://github.com/torvalds/linux/commit/7671ce0d9293,staging: rtl8188eu: Fix potential NULL pointer dereference of kcalloc,Aditya Pakki
e4432160d9b3,https://github.com/torvalds/linux/commit/e4432160d9b3,Staging: rtl8723bs: Change return type and type of local variable,Madhumitha Prabakaran
9e4f62f42caa,https://github.com/torvalds/linux/commit/9e4f62f42caa,staging: rtl8188eu: core: rtw_recv.c: Modify return type suggested by Coccinelle.,Sanjana Sanikommu
661a8cd9516b,https://github.com/torvalds/linux/commit/661a8cd9516b,drm/amd/display: add missing opp programming for odm,Dmytro Laktyushkin
f25f06b67ba2,https://github.com/torvalds/linux/commit/f25f06b67ba2,drm/amd/display: fix odm combine pipe reset,Dmytro Laktyushkin
335d5d7bbd3c,https://github.com/torvalds/linux/commit/335d5d7bbd3c,drm/amd/display: change generic_reg_wait to void.,Yongqiang Sun
194f87ddffe2,https://github.com/torvalds/linux/commit/194f87ddffe2,drm/amdgpu: more descriptive message if HMM not enabled,Philip Yang
f55d0b40eccf,https://github.com/torvalds/linux/commit/f55d0b40eccf,scsi: target: iscsi: Free conn_ops when zalloc_cpumask_var failed,tangwenji
7f5203c13ba8,https://github.com/torvalds/linux/commit/7f5203c13ba8,scsi: ibmvscsi: Fix empty event pool access during host removal,Tyrel Datwyler
1943edacef89,https://github.com/torvalds/linux/commit/1943edacef89,scsi: ufs-mediatek: Avoid using ret uninitialized in ufs_mtk_setup_clocks,Nathan Chancellor
761cfa979a0c,https://github.com/torvalds/linux/commit/761cfa979a0c,net: ks8851: Reassert reset pin if chip ID check fails,Lukas Wunner
536d3680fd2d,https://github.com/torvalds/linux/commit/536d3680fd2d,net: ks8851: Dequeue RX packets explicitly,Lukas Wunner
ed5a81046bf7,https://github.com/torvalds/linux/commit/ed5a81046bf7,i2c: rcar: sanity check for minimal DMA length,Wolfram Sang
2908b076f519,https://github.com/torvalds/linux/commit/2908b076f519,USB: serial: mos7720: fix mos_parport refcount imbalance on error path,Lin Yi
44481955eab7,https://github.com/torvalds/linux/commit/44481955eab7,pwm: img: Turn final 'else if' into 'else' in img_pwm_config,Nathan Chancellor
15d82d224987,https://github.com/torvalds/linux/commit/15d82d224987,rtc: sh: Fix invalid alarm warning for non-enabled alarm,Geert Uytterhoeven
e4dfdd5804cc,https://github.com/torvalds/linux/commit/e4dfdd5804cc,thunderbolt: Fix a missing check of kmemdup,Kangjie Lu
106204b56f60,https://github.com/torvalds/linux/commit/106204b56f60,thunderbolt: property: Fix a NULL pointer dereference,Kangjie Lu
fe57d1e113fc,https://github.com/torvalds/linux/commit/fe57d1e113fc,staging: comedi: ni_mio_common: Use insn->n in ni_calib_insn_write(),Ian Abbott
b8585eb51e74,https://github.com/torvalds/linux/commit/b8585eb51e74,staging: mt7621-mmc: Only unmap_sg if mapped,George Hilliard
730b3cf282a3,https://github.com/torvalds/linux/commit/730b3cf282a3,staging: fsl-dpaa2: ethsw: Remove return variable,Nishka Dasgupta
df08e38510f8,https://github.com/torvalds/linux/commit/df08e38510f8,staging: gasket: Remove return variable,Nishka Dasgupta
fb6fafbc7de4,https://github.com/torvalds/linux/commit/fb6fafbc7de4,3c515: fix integer overflow warning,Arnd Bergmann
2071ac985d37,https://github.com/torvalds/linux/commit/2071ac985d37,PM / Domains: Avoid a potential deadlock,Jiada Wang
7512ddef6307,https://github.com/torvalds/linux/commit/7512ddef6307,scsi: mvumi: Stop using plain integer as NULL pointer,YueHaibing
0ab34a08812a,https://github.com/torvalds/linux/commit/0ab34a08812a,media: si2165: fix a missing check of return value,Kangjie Lu
56cd26b61885,https://github.com/torvalds/linux/commit/56cd26b61885,media: serial_ir: Fix use-after-free in serial_ir_init_module,YueHaibing
ef4bb63dc1f7,https://github.com/torvalds/linux/commit/ef4bb63dc1f7,media: wl128x: Fix an error code in fm_download_firmware(),Dan Carpenter
0133690e0d08,https://github.com/torvalds/linux/commit/0133690e0d08,drm/amdgpu: change Vega IH ring 1 config,Christian König
46846ba26558,https://github.com/torvalds/linux/commit/46846ba26558,drm/amdgpu: Only clear dumb buffers if ring is enabled,Nicholas Kazlauskas
95b1346872f8,https://github.com/torvalds/linux/commit/95b1346872f8,drm/amdgpu: Clear VRAM for DRM dumb_create buffers,Nicholas Kazlauskas
289d513b17e7,https://github.com/torvalds/linux/commit/289d513b17e7,drm/amdgpu: fix semicolon.cocci warnings,kbuild test robot
5d0f903fe215,https://github.com/torvalds/linux/commit/5d0f903fe215,drm/amdgpu: let ras initialization a little noticeable,xinhui pan
54eb4ed6072b,https://github.com/torvalds/linux/commit/54eb4ed6072b,drm/amdgpu: Fix NULL pointer when ta is missing,xinhui pan
0dee45a25a63,https://github.com/torvalds/linux/commit/0dee45a25a63,drm/amdkfd: add RAS capabilities in topology for Vega20 (v2),Eric Huang
c6eec902198c,https://github.com/torvalds/linux/commit/c6eec902198c,drm/amdgpu: add ta ras fw info (v2),xinhui pan
533aed278afe,https://github.com/torvalds/linux/commit/533aed278afe,drm/amdgpu: Move IB pool init and fini v2,Andrey Grodzovsky
0dcdcc898234,https://github.com/torvalds/linux/commit/0dcdcc898234,drm/amd/display: add i2c over aux failure handling,Wenjing Liu
24bf582e27a8,https://github.com/torvalds/linux/commit/24bf582e27a8,drm/amd/powerplay: fix memdup.cocci warnings,kbuild test robot
e7dd89cef160,https://github.com/torvalds/linux/commit/e7dd89cef160,media: strscpy() returns a negative value on failure unlike strlcpy().,Hans Petter Selasky
223a960c0122,https://github.com/torvalds/linux/commit/223a960c0122,net: stmmac: fix memory corruption with large MTUs,Aaro Koskinen
a08ac5a62c0f,https://github.com/torvalds/linux/commit/a08ac5a62c0f,drm/amd/display: Add pp_smu null pointer check,Charlene Liu
07d6a1992195,https://github.com/torvalds/linux/commit/07d6a1992195,drm/amd/display: Fix soft hang issue when some DPCD data invalid,Anthony Koo
b9952f93cd2c,https://github.com/torvalds/linux/commit/b9952f93cd2c,drm/amd/display: Set stream->mode_changed when connectors change,Nicholas Kazlauskas
9cc032b23939,https://github.com/torvalds/linux/commit/9cc032b23939,drm/amd/display: Poll pending DOWN_REP before enabling the link,Martin Tsai
6316f51c4758,https://github.com/torvalds/linux/commit/6316f51c4758,drm/amd/powerplay: remove unnecessary checking in smu_hw_fini,Huang Rui
a751b0958982,https://github.com/torvalds/linux/commit/a751b0958982,drm/amd/powerplay: add interface to check fw version (v2),Huang Rui
06dd94cccdd1,https://github.com/torvalds/linux/commit/06dd94cccdd1,drm/i915: Fix PSR2 selective update corruption after PSR1 setup,José Roberto de Souza
5efbc65faeda,https://github.com/torvalds/linux/commit/5efbc65faeda,media: vimc: cap: fix step width/height in enum framesize,Helen Fornazier
63a06181d7ce,https://github.com/torvalds/linux/commit/63a06181d7ce,scsi: ufs: fix a missing check of devm_reset_control_get,Kangjie Lu
17605afaae82,https://github.com/torvalds/linux/commit/17605afaae82,scsi: core: Avoid that a kernel warning appears during system resume,Bart Van Assche
f14f6aa0b442,https://github.com/torvalds/linux/commit/f14f6aa0b442,media: videobuf2: Return error after allocation failure,Souptick Joarder
ab41b99e7e55,https://github.com/torvalds/linux/commit/ab41b99e7e55,media: stm32-dcmi: fix check of pm_runtime_get_sync return value,Hugues Fruchet
2c2a8dc32ceb,https://github.com/torvalds/linux/commit/2c2a8dc32ceb,media: platform/sh_veu.c: remove redundant NULL pointer checks,Shaobo He
dea37a972655,https://github.com/torvalds/linux/commit/dea37a972655,media: cpia2: Fix use-after-free in cpia2_exit,YueHaibing
2dba3de6e77f,https://github.com/torvalds/linux/commit/2dba3de6e77f,media: rcar_drif: Remove devm_ioremap_resource() error printing,Geert Uytterhoeven
5eaa30aedd7f,https://github.com/torvalds/linux/commit/5eaa30aedd7f,media: imx7-media-csi: don't store a floating pointer,Rui Miguel Silva
1fc79c4bb19b,https://github.com/torvalds/linux/commit/1fc79c4bb19b,media: staging/imx7: Fix an error code in mipi_csis_clk_get(),Dan Carpenter
3bb7b4931983,https://github.com/torvalds/linux/commit/3bb7b4931983,media: imx7: fix smatch error,Hans Verkuil
ce3c2433b074,https://github.com/torvalds/linux/commit/ce3c2433b074,media: imx: vdic: Restore default case to prepare_vdi_in_buffers(),Steve Longerbeam
19193ff34e8d,https://github.com/torvalds/linux/commit/19193ff34e8d,scsi: lpfc: Fix handling of trunk links state reporting,James Smart
e8869f5b0a72,https://github.com/torvalds/linux/commit/e8869f5b0a72,scsi: lpfc: Fix mailbox hang on adapter init,James Smart
bbd3d7380bc6,https://github.com/torvalds/linux/commit/bbd3d7380bc6,scsi: lpfc: Fix driver crash in target reset handler,James Smart
32a9310076e4,https://github.com/torvalds/linux/commit/32a9310076e4,scsi: lpfc: Stop adapter if pci errors detected,James Smart
731eedcb317a,https://github.com/torvalds/linux/commit/731eedcb317a,scsi: lpfc: Fix deadlock due to nested hbalock call,James Smart
22b738ac3309,https://github.com/torvalds/linux/commit/22b738ac3309,scsi: lpfc: Fix nvmet handling of first burst cmd,James Smart
9b1640686470,https://github.com/torvalds/linux/commit/9b1640686470,scsi: lpfc: Fix use-after-free mailbox cmd completion,James Smart
13f61dfc5235,https://github.com/torvalds/linux/commit/13f61dfc5235,mt76: fix schedule while atomic in mt76x02_reset_state,Lorenzo Bianconi
40b941611bd4,https://github.com/torvalds/linux/commit/40b941611bd4,mt76x02u: check chip version on probe,Stanislaw Gruszka
c0316470683a,https://github.com/torvalds/linux/commit/c0316470683a,mt7601u: check chip version on probe,Stanislaw Gruszka
cef0d4948cb0,https://github.com/torvalds/linux/commit/cef0d4948cb0,HID: debug: fix race condition with between rdesc_show() and device removal,"He, Bo"
72ff51d8dd26,https://github.com/torvalds/linux/commit/72ff51d8dd26,serial: ar933x_uart: Fix build failure with disabled console,Petr Štetiar
c5cbc78acf69,https://github.com/torvalds/linux/commit/c5cbc78acf69,tty: serial: qcom_geni_serial: Initialize baud in qcom_geni_console_setup,Nathan Chancellor
ac0cdb3d9901,https://github.com/torvalds/linux/commit/ac0cdb3d9901,sc16is7xx: missing unregister/delete driver on error in sc16is7xx_init(),Mao Wenan
6734330654da,https://github.com/torvalds/linux/commit/6734330654da,tty: mxs-auart: fix a potential NULL pointer dereference,Kangjie Lu
c85be041065c,https://github.com/torvalds/linux/commit/c85be041065c,tty: atmel_serial: fix a potential NULL pointer dereference,Kangjie Lu
3a10e3dd52e8,https://github.com/torvalds/linux/commit/3a10e3dd52e8,serial: max310x: Fix to avoid potential NULL pointer dereference,Aditya Pakki
32f47179833b,https://github.com/torvalds/linux/commit/32f47179833b,serial: mvebu-uart: Fix to avoid a potential NULL pointer dereference,Aditya Pakki
27b680f917e7,https://github.com/torvalds/linux/commit/27b680f917e7,drm/i915: Add some missing curly braces,Ville Syrjälä
22feda47b574,https://github.com/torvalds/linux/commit/22feda47b574,usb: usb251xb: Remove unnecessary comparison of unsigned integer with >= 0,Gustavo A. R. Silva
fc2f113e5c0e,https://github.com/torvalds/linux/commit/fc2f113e5c0e,usbip: Remove unnecessary null check,Suwan Kim
976daf9d1199,https://github.com/torvalds/linux/commit/976daf9d1199,usb: typec: tcpm: Try PD-2.0 if sink does not respond to 3.0 source-caps,Hans de Goede
e82adc1074a7,https://github.com/torvalds/linux/commit/e82adc1074a7,usb: typec: Fix unchecked return value,Gustavo A. R. Silva
59dbadcdabfa,https://github.com/torvalds/linux/commit/59dbadcdabfa,Staging: rtl8723bs: Add missing NULL check for kmalloc,Madhumitha Prabakaran
cfd587d6b1f7,https://github.com/torvalds/linux/commit/cfd587d6b1f7,Staging: rtl8723bs: Change values to standard error codes in functions,Madhumitha Prabakaran
6c44b15e1c90,https://github.com/torvalds/linux/commit/6c44b15e1c90,HID: logitech: check the return value of create_singlethread_workqueue,Kangjie Lu
000c4f90e3f0,https://github.com/torvalds/linux/commit/000c4f90e3f0,drm/i915: Sanity check mmap length against object size,Chris Wilson
6e0473633af0,https://github.com/torvalds/linux/commit/6e0473633af0,drm/i915/bios: assume eDP is present on port A when there is no VBT,Thomas Preston
165aa2bfb429,https://github.com/torvalds/linux/commit/165aa2bfb429,scsi: iscsi: flush running unbind operations when removing a session,Maurizio Lombardi
f680cf503abc,https://github.com/torvalds/linux/commit/f680cf503abc,Staging: rtl8192e: Remove parentheses around the right hand side of assignments,Bhanusree Pola
fdda0a6adc33,https://github.com/torvalds/linux/commit/fdda0a6adc33,meson-gx-socinfo: add missing of_node_put after of_device_is_available,Julia Lawall
e482ae9b5fdc,https://github.com/torvalds/linux/commit/e482ae9b5fdc,drm: writeback: Fix leak of writeback job,Laurent Pinchart
35122495a8c6,https://github.com/torvalds/linux/commit/35122495a8c6,thermal: bcm2835: Fix crash in bcm2835_thermal_debugfs,Phil Elwell
3b5236cc5d08,https://github.com/torvalds/linux/commit/3b5236cc5d08,thermal: samsung: Fix incorrect check after code merge,Marek Szyprowski
cc4f8e91c4ed,https://github.com/torvalds/linux/commit/cc4f8e91c4ed,ALSA: firewire-lib: use 8 byte header for IR context to get isochronous cycle,Takashi Sakamoto
6b538cc21334,https://github.com/torvalds/linux/commit/6b538cc21334,HID: steam: fix deadlock with input devices.,Rodrigo Rivas Costa
794a11cb6720,https://github.com/torvalds/linux/commit/794a11cb6720,drm/i915: Sanity check mmap length against object size,Chris Wilson
578465ea2b4b,https://github.com/torvalds/linux/commit/578465ea2b4b,spi: lpspi: Add the missing NULL check,Clark Wang
f37d8e67f39e,https://github.com/torvalds/linux/commit/f37d8e67f39e,spi : spi-topcliff-pch: Fix to handle empty DMA buffers,Aditya Pakki
d1a6cbdf1e59,https://github.com/torvalds/linux/commit/d1a6cbdf1e59,regulator: lp87565: Fix missing register for LP87565_BUCK_0,Axel Lin
4e50ce03976f,https://github.com/torvalds/linux/commit/4e50ce03976f,iommu/amd: fix sg->dma_address for sg->offset bigger than PAGE_SIZE,Stanislaw Gruszka
9ce58dd7d9da,https://github.com/torvalds/linux/commit/9ce58dd7d9da,mmc: davinci: remove extraneous __init annotation,Arnd Bergmann
d6cb77228e3a,https://github.com/torvalds/linux/commit/d6cb77228e3a,pinctrl: baytrail: Fix potential NULL pointer dereference,Aditya Pakki
fc57949cfd1f,https://github.com/torvalds/linux/commit/fc57949cfd1f,gpio: vf610: Use devres to disable clk_gpio,Andrey Smirnov
db9ed63ca510,https://github.com/torvalds/linux/commit/db9ed63ca510,gpio: vf610: Use devres to disable clk_port,Andrey Smirnov
36b6c9ed45af,https://github.com/torvalds/linux/commit/36b6c9ed45af,drm/vkms: fix use-after-free when drm_gem_handle_create() fails,Eric Biggers
21d2b1227323,https://github.com/torvalds/linux/commit/21d2b1227323,drm/vgem: fix use-after-free when drm_gem_handle_create() fails,Eric Biggers
8bce6dcede65,https://github.com/torvalds/linux/commit/8bce6dcede65,staging: erofs: fix to handle error path of erofs_vmap(),Chao Yu
b1c30bd6b74a,https://github.com/torvalds/linux/commit/b1c30bd6b74a,staging: rtl8723bs: Change type of variables and return type,Madhumitha Prabakaran
54b3de55f4c2,https://github.com/torvalds/linux/commit/54b3de55f4c2,staging: rtl8723bs: hal: Remove comparison to NULL in hal_btcoex.c,Himadri Pandya
0a6f6e9351db,https://github.com/torvalds/linux/commit/0a6f6e9351db,staging: rtl8723bs: hal: Remove comparison to NULL in hal_com.c,Himadri Pandya
7cd6f4b0f593,https://github.com/torvalds/linux/commit/7cd6f4b0f593,staging: rtl8723bs: hal: Remove comparison to NULL in rtl8723b_cmd.c,Himadri Pandya
da80ede2e79e,https://github.com/torvalds/linux/commit/da80ede2e79e,staging: rtl8723bs: hal:Remove comparison to NULL in rtl8723bs_xmit.c,Himadri Pandya
3f181eb23ea6,https://github.com/torvalds/linux/commit/3f181eb23ea6,staging: rtl8723bs: hal: Remove comparison to NULL in rtl8723b_dm.c,Himadri Pandya
019acabec865,https://github.com/torvalds/linux/commit/019acabec865,staging: rtl8723bs: hal: Remove comparison to NULL in rtl8723b_hal_init.c,Himadri Pandya
7f91d8866f93,https://github.com/torvalds/linux/commit/7f91d8866f93,staging: rtl8723bs: hal: Remove comparison to NULL in rtl8723bs_recv.c,Himadri Pandya
8b1cf0b7205a,https://github.com/torvalds/linux/commit/8b1cf0b7205a,staging: rtl8723bs: hal: Remove comparison to NULL in rtl8723b_rxdesc.c,Himadri Pandya
3732d7016725,https://github.com/torvalds/linux/commit/3732d7016725,staging: sm750fb: Remove an unnecessary local variable in a function,Madhumitha Prabakaran
d5f4a5684d1b,https://github.com/torvalds/linux/commit/d5f4a5684d1b,staging: rtlwifi: Replace 0 with false.,Bhagyashri Dighole
3df3162f1d52,https://github.com/torvalds/linux/commit/3df3162f1d52,staging: pi433: Remove unused variable.,Bhagyashri Dighole
a279fc9d051b,https://github.com/torvalds/linux/commit/a279fc9d051b,staging: rtl8192u: Remove casts on the return values of list_entry,Bhanusree Pola
81c2317cb966,https://github.com/torvalds/linux/commit/81c2317cb966,staging: rtlwifi: phydm: remove unnecessary parentheses,Himadri Pandya
ec4fe4bcc584,https://github.com/torvalds/linux/commit/ec4fe4bcc584,i40iw: Avoid panic when handling the inetdev event,Feng Tang
41c8d0adf3c4,https://github.com/torvalds/linux/commit/41c8d0adf3c4,auxdisplay: hd44780: Fix memory leak on ->remove(),Andy Shevchenko
0878a42086e0,https://github.com/torvalds/linux/commit/0878a42086e0,habanalabs: never fail hard reset of device,Oded Gabbay
9180bb4f0460,https://github.com/torvalds/linux/commit/9180bb4f0460,tun: add a missing rcu_read_unlock() in error path,Eric Dumazet
2e4b88f73966,https://github.com/torvalds/linux/commit/2e4b88f73966,iio: adc: xilinx: prevent touching unclocked h/w on remove,Sven Van Asbroeck
862e4644fd2d,https://github.com/torvalds/linux/commit/862e4644fd2d,iio: adc: xilinx: fix potential use-after-free on probe,Sven Van Asbroeck
06003531502d,https://github.com/torvalds/linux/commit/06003531502d,iio: dac: mcp4725: add missing powerdown bits in store eeprom,Jean-Francois Dagenais
dcd0feac9bab,https://github.com/torvalds/linux/commit/dcd0feac9bab,ALSA: sb8: add a check for request_region,Kangjie Lu
6ade657d6125,https://github.com/torvalds/linux/commit/6ade657d6125,ALSA: echoaudio: add a check for ioremap_nocache,Kangjie Lu
4477138fa0ae,https://github.com/torvalds/linux/commit/4477138fa0ae,tun: properly test for IFF_UP,Eric Dumazet
a1f1e61bfb0a,https://github.com/torvalds/linux/commit/a1f1e61bfb0a,drm/i915: Readout and check csc_mode,Ville Syrjälä
5bf7295fe34a,https://github.com/torvalds/linux/commit/5bf7295fe34a,qlcnic: Avoid potential NULL pointer dereference,Aditya Pakki
58f2ce6f6161,https://github.com/torvalds/linux/commit/58f2ce6f6161,net: stmmac: fix jumbo frame sending with non-linear skbs,Aaro Koskinen
5356c2c70e38,https://github.com/torvalds/linux/commit/5356c2c70e38,spi: spi-mem: stm32-qspi: avoid memory corruption at low frequency,Ludovic Barre
42bdaaece121,https://github.com/torvalds/linux/commit/42bdaaece121,spi: rspi: Fix register initialization while runtime-suspended,Geert Uytterhoeven
bb6bccba390c,https://github.com/torvalds/linux/commit/bb6bccba390c,iommu/amd: Fix NULL dereference bug in match_hid_uid,Aaron Ma
41a1bde36715,https://github.com/torvalds/linux/commit/41a1bde36715,drm/i915: Always kick the execlists tasklet after reset,Chris Wilson
3a487ff78c4b,https://github.com/torvalds/linux/commit/3a487ff78c4b,scsi: lpfc: Fix error codes in lpfc_sli4_pci_mem_setup(),Dan Carpenter
0191e7405b68,https://github.com/torvalds/linux/commit/0191e7405b68,nvmet-fc: fix issues with targetport assoc_list list walking,James Smart
834d3710a093,https://github.com/torvalds/linux/commit/834d3710a093,nvme-fc: reject reconnect if io queue count is reduced to zero,James Smart
d11de63f2b51,https://github.com/torvalds/linux/commit/d11de63f2b51,nvme-loop: init nvmet_ctrl fatal_err_work when allocate,Yufen Yu
a63b83700ba8,https://github.com/torvalds/linux/commit/a63b83700ba8,nvme: put ns_head ref if namespace fails allocation,Sagi Grimberg
cd86d1403bb4,https://github.com/torvalds/linux/commit/cd86d1403bb4,i2c: i2c-designware-platdrv: Always use a dynamic adapter number,Hans de Goede
2131bc0ced60,https://github.com/torvalds/linux/commit/2131bc0ced60,drm/i915/bios: assume eDP is present on port A when there is no VBT,Thomas Preston
8fcb830a00f0,https://github.com/torvalds/linux/commit/8fcb830a00f0,spi: spi-fsl-qspi: use devm_spi_register_controller,Volker Haspel
8be64b6d87bd,https://github.com/torvalds/linux/commit/8be64b6d87bd,regulator: wm831x ldo: Fix notifier mutex lock warning,Steve Twiss
f7a621728a6a,https://github.com/torvalds/linux/commit/f7a621728a6a,regulator: wm831x isink: Fix notifier mutex lock warning,Steve Twiss
f58213637206,https://github.com/torvalds/linux/commit/f58213637206,regulator: pv88060: Fix notifier mutex lock warning,Steve Twiss
769fc8d4182c,https://github.com/torvalds/linux/commit/769fc8d4182c,regulator: ltc3676: Fix notifier mutex lock warning,Steve Twiss
f132da2534ec,https://github.com/torvalds/linux/commit/f132da2534ec,regulator: ltc3589: Fix notifier mutex lock warning,Steve Twiss
89b2758c192c,https://github.com/torvalds/linux/commit/89b2758c192c,regulator: lp8755: Fix notifier mutex lock warning,Steve Twiss
65378de3359d,https://github.com/torvalds/linux/commit/65378de3359d,regulator: da9211: Fix notifier mutex lock warning,Steve Twiss
29d40b4a5776,https://github.com/torvalds/linux/commit/29d40b4a5776,regulator: da9063: Fix notifier mutex lock warning,Steve Twiss
119c4f5085c4,https://github.com/torvalds/linux/commit/119c4f5085c4,regulator: wm831x: Fix notifier mutex lock warning,Steve Twiss
275513b7695a,https://github.com/torvalds/linux/commit/275513b7695a,regulator: pv88090: Fix notifier mutex lock warning,Steve Twiss
1867af94cfdf,https://github.com/torvalds/linux/commit/1867af94cfdf,regulator: pv88080: Fix notifier mutex lock warning,Steve Twiss
978995def0f6,https://github.com/torvalds/linux/commit/978995def0f6,regulator: da9062: Fix notifier mutex lock warning,Steve Twiss
5e6afb3832be,https://github.com/torvalds/linux/commit/5e6afb3832be,regulator: da9055: Fix notifier mutex lock warning,Steve Twiss
a2c6433ee5a3,https://github.com/torvalds/linux/commit/a2c6433ee5a3,ALSA: usx2y: Fix potential NULL pointer dereference,Aditya Pakki
d344e07940f3,https://github.com/torvalds/linux/commit/d344e07940f3,ALSA: hda: Avoid NULL pointer dereference at snd_hdac_stream_start(),Mariusz Ceier
19b39a25388e,https://github.com/torvalds/linux/commit/19b39a25388e,ieee802154: hwsim: propagate genlmsg_reply return code,Li RongQing
2795e8c25161,https://github.com/torvalds/linux/commit/2795e8c25161,net: ieee802154: fix a potential NULL pointer dereference,Kangjie Lu
8511a653e925,https://github.com/torvalds/linux/commit/8511a653e925,net/mlx4_core: Fix qp mtt size calculation,Jack Morgenstein
e15ce4b8d112,https://github.com/torvalds/linux/commit/e15ce4b8d112,net/mlx4_core: Fix reset flow when in command polling mode,Jack Morgenstein
6bab45b4de0d,https://github.com/torvalds/linux/commit/6bab45b4de0d,mlxsw: core: Prevent duplication during QSFP module initialization,Vadim Pasternak
4ec850e5dfec,https://github.com/torvalds/linux/commit/4ec850e5dfec,net: dwmac-sun8i: fix a missing check of of_get_phy_mode,Kangjie Lu
035a14e71f27,https://github.com/torvalds/linux/commit/035a14e71f27,net: sh_eth: fix a missing check of of_get_phy_mode,Kangjie Lu
c7cbc3e937b8,https://github.com/torvalds/linux/commit/c7cbc3e937b8,net: 8390: fix potential NULL pointer dereferences,Kangjie Lu
9f4d6358e11b,https://github.com/torvalds/linux/commit/9f4d6358e11b,net: fujitsu: fix a potential NULL pointer dereference,Kangjie Lu
eb32cfcdef23,https://github.com/torvalds/linux/commit/eb32cfcdef23,net: qlogic: fix a potential NULL pointer dereference,Kangjie Lu
10010493c126,https://github.com/torvalds/linux/commit/10010493c126,isdn: hfcpci: fix potential NULL pointer dereference,Kangjie Lu
e406f12dde1a,https://github.com/torvalds/linux/commit/e406f12dde1a,md: Fix failed allocation of md_register_thread,Aditya Pakki
5c01a25a2103,https://github.com/torvalds/linux/commit/5c01a25a2103,of: fix kmemleak crash caused by imbalance in early memory reservation,Mike Rapoport
22acf9fc18e6,https://github.com/torvalds/linux/commit/22acf9fc18e6,drm/i915/selftests: Improve error detection of reset failure,Chris Wilson
3fd16d701661,https://github.com/torvalds/linux/commit/3fd16d701661,ACPI: sysfs: Prevent get_status() from returning acpi_status,Rafael J. Wysocki
f16eb8a4b096,https://github.com/torvalds/linux/commit/f16eb8a4b096,ACPI / device_sysfs: Avoid OF modalias creation for removed device,Andy Shevchenko
faef080f6db5,https://github.com/torvalds/linux/commit/faef080f6db5,PM / OPP: Update performance state when freq == old_freq,Viresh Kumar
5c149314d918,https://github.com/torvalds/linux/commit/5c149314d918,net: rocker: fix a potential NULL pointer dereference,Kangjie Lu
4280b73092fe,https://github.com/torvalds/linux/commit/4280b73092fe,net: qlge: fix a potential NULL pointer dereference,Kangjie Lu
0b31d98d90f0,https://github.com/torvalds/linux/commit/0b31d98d90f0,net: thunder: fix a potential NULL pointer dereference,Kangjie Lu
41af8b3a097c,https://github.com/torvalds/linux/commit/41af8b3a097c,net: lio_core: fix two NULL pointer dereferences,Kangjie Lu
fe543b2f174f,https://github.com/torvalds/linux/commit/fe543b2f174f,net: liquidio: fix a NULL pointer dereference,Kangjie Lu
24319258660a,https://github.com/torvalds/linux/commit/24319258660a,net/mlx5: Avoid panic when setting vport rate,Tonghao Zhang
6e77c413e8e7,https://github.com/torvalds/linux/commit/6e77c413e8e7,"net/mlx5: Avoid panic when setting vport mac, getting vport config",Tonghao Zhang
5b33eba99fbc,https://github.com/torvalds/linux/commit/5b33eba99fbc,net/mlx5e: Properly get the PF number phys port name ndo,Roi Dayan
718ce4d601db,https://github.com/torvalds/linux/commit/718ce4d601db,net/mlx5: Consolidate update FTE for all removal changes,Eli Britstein
0a9c8998e75b,https://github.com/torvalds/linux/commit/0a9c8998e75b,spi: imx: add module parameter to control DMA use,Trent Piepho
42e4cedd67e4,https://github.com/torvalds/linux/commit/42e4cedd67e4,ASoC: samsung: i2s: Fix DAPM routes for capture stream,Sylwester Nawrocki
1cbbd85fbcdc,https://github.com/torvalds/linux/commit/1cbbd85fbcdc,HID: uclogic: remove redudant duplicated null check on ver_ptr,Colin Ian King
50b7f1b7236b,https://github.com/torvalds/linux/commit/50b7f1b7236b,vfio: ccw: only free cp on final interrupt,Cornelia Huck
0cec68a97787,https://github.com/torvalds/linux/commit/0cec68a97787,PM / Domains: Return early for all errors in _genpd_power_off(),Aisheng Dong
55286a29389a,https://github.com/torvalds/linux/commit/55286a29389a,OPP: Fix handling of multiple power domains,Rajendra Nayak
